"entity_ID","LGM_ice","mean_consensus_full_class_1","mean_consensus_full_class_10","mean_consensus_full_class_11","mean_consensus_full_class_12","mean_consensus_full_class_2","mean_consensus_full_class_3","mean_consensus_full_class_4","mean_consensus_full_class_5","mean_consensus_full_class_6","mean_consensus_full_class_7","mean_consensus_full_class_8","mean_consensus_full_class_9","n_consensus_full_class_1","n_consensus_full_class_10","n_consensus_full_class_11","n_consensus_full_class_12","n_consensus_full_class_2","n_consensus_full_class_3","n_consensus_full_class_4","n_consensus_full_class_5","n_consensus_full_class_6","n_consensus_full_class_7","n_consensus_full_class_8","n_consensus_full_class_9"
470,0,0,0,5.11382,85.65041,0.09756,0,0.55285,0.0813,0,0,8.58537,0,123,123,123,123,123,123,123,123,123,123,123,123
471,0,0,0,1.52,91.12,0,0,0.36,0,0,0,7.08,0,25,25,25,25,25,25,25,25,25,25,25,25
472,0,0,9,0,89.46154,0,0,0,0,0.76923,0,0.76923,0,13,13,13,13,13,13,13,13,13,13,13,13
473,0,0,0,0,100,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7
475,0,0,0,2.25974,96.37662,0,0,0.1039,0,0.12987,0,1.15584,0,77,77,77,77,77,77,77,77,77,77,77,77
476,0,0.12381,0,3.51429,92.59048,0.13333,0,0.74286,0,0.2,0,2.72381,0,105,105,105,105,105,105,105,105,105,105,105,105
477,0,0,0.85938,2.01562,78.98438,3.5,0,0.42188,0.15625,1.60938,1.73438,10.71875,0,64,64,64,64,64,64,64,64,64,64,64,64
478,0,0.34286,0,4.77143,86.48571,0,0,0.74286,0,0.94286,0,6.82857,0,35,35,35,35,35,35,35,35,35,35,35,35
479,0,0.22449,0.46939,2.38776,80.61224,2.93878,0,0.16327,0,0.18367,1.04082,12.10204,0,49,49,49,49,49,49,49,49,49,49,49,49
480,0,0,0,1.4,81.4,4.1,0,4.7,0,0,0,8.4,0,10,10,10,10,10,10,10,10,10,10,10,10
481,0,0,0,0.07975,32.0184,21.6135,0,0.32515,0,0,3.46626,3.4908,0,163,163,163,163,163,163,163,163,163,163,163,163
482,0,0,0,1.42857,89.28571,0,0,1.25714,0,0,0,8.08571,0,35,35,35,35,35,35,35,35,35,35,35,35
483,0,0,0.36667,5.8,91.86667,0,0,0.3,0,0,0,1.76667,0,30,30,30,30,30,30,30,30,30,30,30,30
484,0,0,0,2.23148,94.69444,0,0,1.18519,0,0,0,1.91667,0,108,108,108,108,108,108,108,108,108,108,108,108
485,0,0,0,1.95652,96.73913,0,0,0,0,0,0,1.31884,0,69,69,69,69,69,69,69,69,69,69,69,69
486,0,0,0.48889,9.04444,78,0.28889,0,0.2,0,1.13333,0.55556,10.4,0,45,45,45,45,45,45,45,45,45,45,45,45
487,0,0,0,0,100,0,0,0,0,0,0,0,0,65,65,65,65,65,65,65,65,65,65,65,65
488,0,0.28571,0,0,57.90476,0.65079,0,2.03175,0.1746,0,0.20635,21.52381,0,63,63,63,63,63,63,63,63,63,63,63,63
489,0,0,0,1.38889,76.94444,6.55556,0,0,0,1.27778,0.66667,13.22222,0,18,18,18,18,18,18,18,18,18,18,18,18
490,0,0,0,0,100,0,0,0,0,0,0,0,0,16,16,16,16,16,16,16,16,16,16,16,16
491,0,0,0,6.51852,87.66667,0,0,0,0,0.77778,0,5.14815,0,27,27,27,27,27,27,27,27,27,27,27,27
492,0,1.2,0,4,81.7,0,0,0.9,0,1,0,11.3,0,10,10,10,10,10,10,10,10,10,10,10,10
493,0,0,0,9.09091,64.18182,0.81818,0,1.15152,1.87879,9.21212,9.48485,4.12121,0,33,33,33,33,33,33,33,33,33,33,33,33
494,0,0,0,0,28.31925,20.39906,0,0.30516,0,0,1.89202,3.33803,0,213,213,213,213,213,213,213,213,213,213,213,213
495,0,0.16667,0,0.19697,82.80303,12.19697,0,2.07576,0,0,0.59091,1.9697,0,66,66,66,66,66,66,66,66,66,66,66,66
496,0,0.08706,0.30348,2.86318,85.11692,0.98259,0,0.21642,0.02488,0.48259,0.24876,9.73881,0,402,402,402,402,402,402,402,402,402,402,402,402
497,0,0,0,0,53.97959,6.38776,0.11224,9,0.35714,0.63265,0.65306,3.13265,0,98,98,98,98,98,98,98,98,98,98,98,98
498,0,0,0.15603,5.51773,88.75177,0.08511,0,0.23404,0,0.14184,0,5.19149,0,141,141,141,141,141,141,141,141,141,141,141,141
499,0,0,0.06667,6.32727,88.90303,0,0,0.75152,0.06061,0.61212,0.07879,3.31515,0,165,165,165,165,165,165,165,165,165,165,165,165
500,0,0,0,7.53409,72.59091,0.72727,0,0.47727,0.46591,4.80682,0.70455,10.77273,0,88,88,88,88,88,88,88,88,88,88,88,88
501,0,0,0,0.68421,72.47368,12.68421,0,0.84211,0,1.05263,5.26316,7.05263,0,19,19,19,19,19,19,19,19,19,19,19,19
502,0,0.24615,0,0,46.35385,18.07692,0,2.52308,0,0.15385,1.84615,4.92308,0,65,65,65,65,65,65,65,65,65,65,65,65
504,0,0,0,8.37624,85.75248,0.24752,0,0.32673,0.29703,1.51485,0,3.62376,0,101,101,101,101,101,101,101,101,101,101,101,101
505,0,0.13043,0,0.33696,50.31522,13.36413,0,0.55978,0,0,1.22283,5.98913,0,184,184,184,184,184,184,184,184,184,184,184,184
506,0,0,0,4.43077,92.08462,0,0,0.12308,0,0.07692,0,3.37692,0,130,130,130,130,130,130,130,130,130,130,130,130
507,0,0.03555,0,0.04096,27.4459,21.00773,0.02318,0.39258,0.02628,0.06337,3.12056,1.41113,0,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294
508,0,0,0,3.33333,82.23333,0,0,0.26667,0.33333,0,0,13.9,0,30,30,30,30,30,30,30,30,30,30,30,30
509,0,0,0.11111,1.54444,85.01111,0.14444,0,0.68889,0,0,0,12.53333,0,90,90,90,90,90,90,90,90,90,90,90,90
510,0,0.11215,0,2.62617,82.66355,0.26168,0,0.31776,0,0,0,14.02804,0,107,107,107,107,107,107,107,107,107,107,107,107
511,0,0.14773,0.125,8.71591,86.11364,0.44318,0,0,0,1.07955,0.14773,3.40909,0,88,88,88,88,88,88,88,88,88,88,88,88
512,0,0,0,0,100,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7
513,0,0,0,0,75.94444,6.55556,0,7.16667,0,0,0,10.22222,0,18,18,18,18,18,18,18,18,18,18,18,18
514,0,0,0,9.2619,67.09524,1,0,0,0.2619,3.07143,0.30952,19.11905,0,42,42,42,42,42,42,42,42,42,42,42,42
515,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
516,0,0,0,0,100,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
517,0,0,0,0,100,0,0,0,0,0,0,0,0,44,44,44,44,44,44,44,44,44,44,44,44
518,0,0,0,3.5,82.28571,0.92857,0,0,0,0.78571,0.92857,11.5,0,14,14,14,14,14,14,14,14,14,14,14,14
519,0,0,0,1.69565,80.6087,0,0,3.26087,0,0,0.52174,13.91304,0,23,23,23,23,23,23,23,23,23,23,23,23
520,0,0,0,0,81.6,2.7,0,0.8,0,0,0,14.9,0,10,10,10,10,10,10,10,10,10,10,10,10
521,0,0,0.37931,0.82759,96.41379,0.41379,0,0.27586,0,0,0,1.68966,0,29,29,29,29,29,29,29,29,29,29,29,29
522,0,0.07186,0.51497,6.30539,83.68862,0.31138,0,0.46108,0.05988,0.78443,0.58683,7.32934,0,167,167,167,167,167,167,167,167,167,167,167,167
523,0,0,0,2.27273,79.18182,8.09091,0,0,0,0,0,10.45455,0,11,11,11,11,11,11,11,11,11,11,11,11
524,0,0,0.10101,5.20202,87.18182,0,0,0.09091,0.10101,0.10101,0,7.27273,0,99,99,99,99,99,99,99,99,99,99,99,99
526,0,0,0.2973,5.78378,87.54054,0,0,0.7027,0,0.27027,0,5.51351,0,37,37,37,37,37,37,37,37,37,37,37,37
527,0,0,0,0.16049,51.8642,17.80247,0,0.60494,0,0,7.55556,3.92593,0,81,81,81,81,81,81,81,81,81,81,81,81
528,0,0.31707,3.63415,1.2439,82.95122,1,0,0.41463,0,0.73171,0,9.73171,0,41,41,41,41,41,41,41,41,41,41,41,41
529,0,0,0.16176,4.38235,83.45588,0.19118,0,3,0.14706,0.30882,0.17647,8.29412,0,68,68,68,68,68,68,68,68,68,68,68,68
530,0,0,0,5.94737,82.31579,0,0,1.36842,0,0.47368,0,10,0,19,19,19,19,19,19,19,19,19,19,19,19
531,0,0,0,8.11111,77.88889,0.51852,0,0.59259,0,1.11111,0.48148,11.51852,0,27,27,27,27,27,27,27,27,27,27,27,27
533,0,0,0,3.55556,88.16667,0,0,0,0,0,0,8.38889,0,18,18,18,18,18,18,18,18,18,18,18,18
534,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,0,0.04701,0,0.34562,10.67217,7.24524,0.05083,0.80305,2.07624,1.00508,30.76112,2.94155,44.08259,787,787,787,787,787,787,787,787,787,787,787,787
547,0,2.66667,0,7.22222,52.02778,0,0,13.27778,12.52778,0.69444,4.86111,6.80556,0,36,36,36,36,36,36,36,36,36,36,36,36
548,0,1.76923,0,1.92308,67.46154,0,0,3.30769,9.92308,0,4.84615,10.61538,0,13,13,13,13,13,13,13,13,13,13,13,13
549,0,1.33333,0,13.18519,34.8254,0.25926,0,9.10582,11.14286,11.38095,16.64021,1.43915,0.68254,189,189,189,189,189,189,189,189,189,189,189,189
550,0,3.81034,0.01264,19.61379,4.91379,0.02529,0.16092,27.41379,16.2977,4.63563,19.84713,0.57816,2.7069,870,870,870,870,870,870,870,870,870,870,870,870
551,0,2.20142,0,18.60516,1.56935,0.01618,0.97164,13.32594,13.78931,2.57571,43.18887,0.24014,3.52881,5501,5501,5501,5501,5501,5501,5501,5501,5501,5501,5501,5501
552,0,4.18998,0,17.88469,3.10397,0.3327,1.59735,19.89036,21.45463,1.29773,26.84405,0.49244,2.90737,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
553,0,1.74749,0,0,18.6381,0.60346,0.88879,8.83956,0.48405,21.36645,5.64175,0.2124,0,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097
554,5.990989,5.75,0,0,87.08333,0,0,6.16667,0,0,0,1,0,12,12,12,12,12,12,12,12,12,12,12,12
555,4591.770001,1.03481,30.83488,19.66344,9.59214,0.01098,0.49739,4.61541,6.62807,25.73529,1.10964,0.20793,0,5372,5372,5372,5372,5372,5372,5372,5372,5372,5372,5372,5372
557,0,0,0,0,38.48387,25.01075,2.01075,18.05376,2.8172,0.5914,7.87097,5.10753,0,93,93,93,93,93,93,93,93,93,93,93,93
558,0,0.95614,0,9.33333,51.7193,2.50877,0.13158,7.59649,7.16667,3.21053,1.42105,1.22807,0,114,114,114,114,114,114,114,114,114,114,114,114
559,0,0.13725,0,5.96078,64.19608,0.96078,0,4.07843,2.31373,8.12745,7.71569,0.5,0,102,102,102,102,102,102,102,102,102,102,102,102
560,0,2.5,0,0,88.2,1.3,0,1.8,1,0,1.1,4.2,0,10,10,10,10,10,10,10,10,10,10,10,10
561,0,0,0,0,81.14286,3.85714,0,6.28571,0,0,0,8.71429,0,7,7,7,7,7,7,7,7,7,7,7,7
562,0,0,0,0,97.75,0,0,0,0,0,0,2.25,0,4,4,4,4,4,4,4,4,4,4,4,4
563,0,0,0,0,97.33333,0,0,2.66667,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3
564,0,0,0,0,100,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3
565,0,0.08209,0,0.05224,40.95522,22.18284,0,0.21269,0.03731,0.03731,5.13806,5.85821,0,268,268,268,268,268,268,268,268,268,268,268,268
566,0,0.12717,0,0,34.08092,22.25434,0,0.17341,0,0,7.21965,5.34104,0,173,173,173,173,173,173,173,173,173,173,173,173
567,0,0,0,0,75.66667,2.16667,0,3,0,0,0,19.16667,0,6,6,6,6,6,6,6,6,6,6,6,6
568,0,0,0,0.73684,65.21053,16.78947,0,0.94737,0,0,0,16.31579,0,19,19,19,19,19,19,19,19,19,19,19,19
569,0,0,0,0.56522,80.52174,9.56522,0,1.6087,0,0,0,7.73913,0,23,23,23,23,23,23,23,23,23,23,23,23
570,0,0,0,0,62.88889,16.07407,0,0.23148,0.09259,0.09259,1.18519,5.21296,0,108,108,108,108,108,108,108,108,108,108,108,108
571,0,0,0,0,94.5,2.5,0,0,0,0,0,3.1,0,10,10,10,10,10,10,10,10,10,10,10,10
572,0,0,0,0,100,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
573,0,0.21234,0,0,8.97221,64.55475,0.31073,1.46804,10.74986,0.09672,8.50195,5.12229,0,1799,1799,1799,1799,1799,1799,1799,1799,1799,1799,1799,1799
574,0,0,0,5.2381,94.7619,0,0,0,0,0,0,0,0,21,21,21,21,21,21,21,21,21,21,21,21
575,0,0,0.6063,0.51181,86.70079,0.76378,0,0.2126,0,0.28346,1.15748,4.07087,0,127,127,127,127,127,127,127,127,127,127,127,127
576,0,5.05,0,0,76.65,0,0.45,5.6,1.85,3.65,5.5,1.2,0,20,20,20,20,20,20,20,20,20,20,20,20
577,0,0.4067,2.19378,3.26794,74.49043,3.46651,0,0.20096,0.04785,1.47608,4.81818,9.58134,0,418,418,418,418,418,418,418,418,418,418,418,418
578,0,0,0,0,37.7957,18.67742,0,0.55914,0,0,13.85484,6.07527,0,186,186,186,186,186,186,186,186,186,186,186,186
579,0,0,0,0,75,0,1,6.63636,0,0,15.18182,2.09091,0,11,11,11,11,11,11,11,11,11,11,11,11
580,0,2.15,0,0.875,61.475,0,2.275,3.625,0.575,6.025,21.75,1.175,0,40,40,40,40,40,40,40,40,40,40,40,40
581,0,2.02857,0,0,49.65714,0,4.25714,6.34286,2.82857,7.2,27.28571,0.28571,0,35,35,35,35,35,35,35,35,35,35,35,35
582,0,0.27273,0,0,55.36364,0.34091,1.36364,6.59091,0,6.29545,28.95455,0.72727,0,44,44,44,44,44,44,44,44,44,44,44,44
583,0,1.03876,0,0,29.51938,0.26357,3.88372,2.31783,0.54264,15.78295,46.34884,0.23256,0,129,129,129,129,129,129,129,129,129,129,129,129
584,0,0,0,0,87.8,0,0,0,0,0,12.2,0,0,5,5,5,5,5,5,5,5,5,5,5,5
585,0,0,0,0,100,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4
586,0,1.27,0,4.36,28.72,0,4.08,9,5.05,0.03,30.52,1.72,15.25,100,100,100,100,100,100,100,100,100,100,100,100
587,1480.626011,0.40607,1e-04,0.03905,3.13941,64.84644,7.84568,6.73258,2.14397,3.68613,10.36699,0.20896,0.57672,106739,106739,106739,106739,106739,106739,106739,106739,106739,106739,106739,106739
591,0,2.5,0,0,86,0,0,11.5,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
592,0,0,0,1.76923,67.15385,0,0,12.23077,14.61538,0,0,4.53846,0,13,13,13,13,13,13,13,13,13,13,13,13
593,0,2.2071,0,9.34911,34.31361,0.18935,3.65089,5.74556,11.95858,13.69231,14.47929,4.34911,0,169,169,169,169,169,169,169,169,169,169,169,169
594,0,0.04537,0.25227,2.28857,83.19964,0.02359,0,0,1.15608,8.20508,4.56987,0.27768,0,551,551,551,551,551,551,551,551,551,551,551,551
595,0,11.64694,0.14031,0.10058,4.98137,0.75331,14.13411,40.92922,0.75124,4.17384,19.60058,2.40977,0.08071,2416,2416,2416,2416,2416,2416,2416,2416,2416,2416,2416,2416
596,0,3.08271,0,0.03509,5.54386,0.19549,13.03759,6.73183,1.34336,14.41604,53.95238,0.11028,0.50125,399,399,399,399,399,399,399,399,399,399,399,399
597,0,9.97836,0.40685,0.0898,3.95367,4.99828,20.3274,30.62148,2.69922,12.41872,13.54968,0.88627,0.03657,5223,5223,5223,5223,5223,5223,5223,5223,5223,5223,5223,5223
598,0,2.11541,2.41676,11.69595,7.72216,0.08432,8.75405,23.85162,19.8127,18.20486,3.20135,2.16216,0.02351,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700
599,0,1.34605,0,13.15254,9.86723,0.18079,6.56215,17.46893,21.25565,25.14266,2.20621,2.8291,0,708,708,708,708,708,708,708,708,708,708,708,708
600,0,2.71886,0.09253,25.01068,17.121,0.22776,3.3274,13.79715,15.46619,14.51957,3.05694,4.71174,0,281,281,281,281,281,281,281,281,281,281,281,281
601,0,0,0,0,63.21053,17.39474,0,1.44737,0.26316,0,6.23684,8.68421,0,38,38,38,38,38,38,38,38,38,38,38,38
602,0,0.30928,0,0.13402,37.3299,10.45361,0,0.20619,0.05155,0,11.83505,8.78351,0,97,97,97,97,97,97,97,97,97,97,97,97
603,0,0,0,0,94.6,0,0,3.5,0,0,0,1.9,0,10,10,10,10,10,10,10,10,10,10,10,10
604,0,0,0,0.33333,42.48718,0.64103,0,0.87179,0.25641,0.12821,40.05128,9.20513,0,39,39,39,39,39,39,39,39,39,39,39,39
605,0,2.23529,0,5.35294,74.23529,0,0.94118,6.94118,0,0.64706,6.05882,3.76471,0,17,17,17,17,17,17,17,17,17,17,17,17
606,0,0,0,0,46.47826,17.96739,0,0.23913,0.04348,0,2.07609,7.13043,0,92,92,92,92,92,92,92,92,92,92,92,92
607,0,0,0,0,100,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4
608,0,0,0,0,86.75,0,0,2.5,0,0,0,10.75,0,4,4,4,4,4,4,4,4,4,4,4,4
609,0,0,0,0,100,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
610,0,0,0,0,60.88889,1.55556,0,0.88889,0.33333,1.33333,4.22222,24.33333,0,9,9,9,9,9,9,9,9,9,9,9,9
611,0,0,0,0,92.5,0,0,0,0,0,0,7.5,0,6,6,6,6,6,6,6,6,6,6,6,6
612,0,0,0,1.18182,90,2.36364,0,0.72727,0,0,0,5.81818,0,11,11,11,11,11,11,11,11,11,11,11,11
613,0,0,0,2.6,82.6,0,0,0,0,0,0,14.8,0,5,5,5,5,5,5,5,5,5,5,5,5
614,0,0,0,0,93,0,0,0,0,0,0,7,0,3,3,3,3,3,3,3,3,3,3,3,3
615,0,0,0,0,95.33333,0,0,0,0,0,0,4.66667,0,9,9,9,9,9,9,9,9,9,9,9,9
616,0,0,0,0,88.75,0,0,0,0,0,0,11.25,0,4,4,4,4,4,4,4,4,4,4,4,4
617,0,0,0,0.56522,82.30435,0,0,2.73913,0.91304,5.47826,8,0,0,23,23,23,23,23,23,23,23,23,23,23,23
618,0,0,0,0,100,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3
619,0,0,0,0,100,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4
620,0,0,0,0,100,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5
621,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
622,0,0,0,0,100,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4
623,0,0,0,0,99.11111,0,0,0.88889,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9
624,0,0,0,3,97,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4
625,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
626,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,0,0.4166,0,0.10491,31.16377,5.44679,0.01509,4.79547,0.00604,11.10642,0.17208,0.84755,0,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325
628,0.195918,0,0,0,100,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
631,0,1.89474,1.52632,7.68421,51.68421,22.78947,0,0.89474,0,0,0,13.42105,0,19,19,19,19,19,19,19,19,19,19,19,19
632,0,0.2,0,5.21667,54.26667,13.98333,1.95,5.71667,3.48333,4.08333,2.36667,6.73333,2,60,60,60,60,60,60,60,60,60,60,60,60
633,0,0,0,0,100,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3
634,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
635,0,0,0,8.33333,91.66667,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3
636,0,3,0,6.75,82.25,0,0,2.25,0.25,3,0,2.5,0,4,4,4,4,4,4,4,4,4,4,4,4
638,0,0,0,0,89,0,0,0,0,11,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3
640,0,0,0,0,98,0,0,2,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4
641,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
642,0,0,0,0,97,0,0,1.5,0,1.5,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
644,0,0,0,0,93.5,0,0,0,0,6.5,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
645,0,0,0,0,87,0,0,0,0,13,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
647,0,3.35397,0.57019,11.14175,20.92967,7.98924,0.51489,11.5906,2.3337,12.2733,9.10811,20.20408,0,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252
648,0,0,0,0,100,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8
649,0,23.5,0,0.625,57.875,0.75,0,3.125,0,0,0,11.5,3,8,8,8,8,8,8,8,8,8,8,8,8
650,0,8.0101,0,2.27778,63.29293,7.29798,0,5.86869,1.98485,0.84848,3.29798,6.71212,0.33333,198,198,198,198,198,198,198,198,198,198,198,198
651,0,0.1687,0,0,20.86382,51.22561,0.04268,1.88211,0.10569,0.02033,24.3435,1.30691,0,492,492,492,492,492,492,492,492,492,492,492,492
652,0,0.00856,0,0,1.69025,62.02818,0.00313,0.6412,0.0551,0.024,35.02087,0.48758,0.04801,4791,4791,4791,4791,4791,4791,4791,4791,4791,4791,4791,4791
653,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
654,0,0,0,18,48.66667,2.33333,0,3.33333,0,1.66667,0,9,16.66667,3,3,3,3,3,3,3,3,3,3,3,3
655,0,0,0,0,100,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4
659,0,0.02979,0,3.74894,11.95177,7.31631,1.00426,9.30922,3.31489,4.93333,56.34326,2.05106,0,705,705,705,705,705,705,705,705,705,705,705,705
661,0,3.0687,0,3.54962,81.94656,5.93893,0,0.9084,1.33588,0.69466,0.21374,1.53435,0.80916,131,131,131,131,131,131,131,131,131,131,131,131
662,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
665,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
666,0,0,0,0,100,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6
670,39620.990611,3.46069,0.49115,1.13879,2.20632,17.55008,0.16472,19.50102,3.26353,28.06917,23.43574,0.10507,0.30714,421769,421769,421769,421769,421769,421769,421769,421769,421769,421769,421769,421769
671,0,0,0,0,98.5,0,0,0,0,1.5,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
672,204756.381201,2.32158,0.00021,2.73158,1.53386,0.00699,0.68336,12.67165,5.43148,42.13931,28.55944,0.70912,3.18412,623855,623855,623855,623855,623855,623855,623855,623855,623855,623855,623855,623855
674,3.748446,0,0,0,79.9,0,6.3,10.3,0,0,0,3.5,0,10,10,10,10,10,10,10,10,10,10,10,10
675,0,1.94118,1.41176,4.35294,66.64706,0,0,7.47059,10.29412,0.58824,0,3.88235,3.47059,17,17,17,17,17,17,17,17,17,17,17,17
676,0,0.50685,0.28425,1.25342,64.22603,4.41096,0.14726,3.38699,0.12671,0.42808,15.98973,3.25685,0,292,292,292,292,292,292,292,292,292,292,292,292
677,136768.011896,2.46517,2e-04,3.10633,1.31032,0.00179,0.75737,13.34345,5.52917,32.91293,35.63654,0.85174,4.05387,457928,457928,457928,457928,457928,457928,457928,457928,457928,457928,457928,457928
678,0,2.14815,0,3.77778,35.03704,0,0.11111,4.55556,0,31.51852,9.72222,1.01852,0,54,54,54,54,54,54,54,54,54,54,54,54
679,0,0.06278,0.04933,3.90583,18.00897,10.70404,0.26009,4.69955,0.16592,6.84753,45.76233,9.39462,0,223,223,223,223,223,223,223,223,223,223,223,223
680,0,0,0,2.52128,35.35106,3.06383,0.51064,5.41489,0.1383,6.31915,32.03191,14.60638,0,94,94,94,94,94,94,94,94,94,94,94,94
681,0,1.92695,0,12.06297,12.4068,0,1.04534,3.21285,0.30479,22.10076,45.1864,1.20403,0.53904,794,794,794,794,794,794,794,794,794,794,794,794
682,0,3.09363,0.04869,12.46442,33.41948,0,1.39326,1.89513,0.03745,15.95131,24.70787,4.68165,2.25094,267,267,267,267,267,267,267,267,267,267,267,267
685,7.353296,0.81579,0,0,67.97368,0,0,11.23684,3.42105,9.71053,4.55263,2.28947,0,38,38,38,38,38,38,38,38,38,38,38,38
686,0,0,0,0,92.69231,0,0,5.61538,0,0,0,1.61538,0,13,13,13,13,13,13,13,13,13,13,13,13
687,0,0.17007,0,0,21.59864,14.03401,0.02721,3.68027,0.11565,0.06803,22.61905,1.31293,0,147,147,147,147,147,147,147,147,147,147,147,147
688,0,0.17222,0,0,38.11667,12.76667,0.02222,1.66667,0.01667,0,8.08333,8.35556,0,180,180,180,180,180,180,180,180,180,180,180,180
689,0,0,0,0.09798,14.54755,2.88184,0.01441,1.13256,0.53602,0.16427,33.13833,4.27089,0,347,347,347,347,347,347,347,347,347,347,347,347
692,0,0,0,0,100,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7
693,0,0,0,0,100,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3
694,0,2.04294,0,1.79755,52.53374,17.23926,0.44172,10.47239,0.28221,1.72393,1.15951,12.33129,0,163,163,163,163,163,163,163,163,163,163,163,163
695,0,0,0,0.64,89.68,2.92,0,1.04,0,0,0,5.8,0,25,25,25,25,25,25,25,25,25,25,25,25
