"entity_ID","LGM_ice","mean_consensus_full_class_1","mean_consensus_full_class_10","mean_consensus_full_class_11","mean_consensus_full_class_12","mean_consensus_full_class_2","mean_consensus_full_class_3","mean_consensus_full_class_4","mean_consensus_full_class_5","mean_consensus_full_class_6","mean_consensus_full_class_7","mean_consensus_full_class_8","mean_consensus_full_class_9","n_consensus_full_class_1","n_consensus_full_class_10","n_consensus_full_class_11","n_consensus_full_class_12","n_consensus_full_class_2","n_consensus_full_class_3","n_consensus_full_class_4","n_consensus_full_class_5","n_consensus_full_class_6","n_consensus_full_class_7","n_consensus_full_class_8","n_consensus_full_class_9"
10417,0,0.11111,0,0.2318,0.49042,0,8.76628,3.96935,0,0.18774,19.5728,0.06513,66.59195,522,522,522,522,522,522,522,522,522,522,522,522
10418,0,16.35595,0,0.01671,0.17114,0,5.70785,54.14684,0.00304,0.92962,22.47544,0.18734,0.02734,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975
10419,0,0.16073,0,0,0.14929,0,2.18225,2.32011,0,0.13652,95.02354,0.0121,0.01479,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487
10420,0,2.01049,0,0.16817,5.51818,0.00125,9.06818,14.73787,0.00764,0.24628,67.60753,0.1394,0.50474,72540,72540,72540,72540,72540,72540,72540,72540,72540,72540,72540,72540
10421,0,0.00086,0,96.05486,0.37395,0,0,0.02034,0.4224,0.12799,0.15993,0.07154,2.76982,23260,23260,23260,23260,23260,23260,23260,23260,23260,23260,23260,23260
10422,71.677951,0.26943,0,6.17617,0.10363,0,34.07254,10.44819,1.62565,7.01036,40.23575,0,0.05959,772,772,772,772,772,772,772,772,772,772,772,772
10423,0,9.38322,0.00105,12.86667,0.7182,0.00192,10.61841,38.66191,0.21521,0.95626,23.99607,0.63685,1.9428,20873,20873,20873,20873,20873,20873,20873,20873,20873,20873,20873,20873
10424,0,4.65014,0,4.88906,0.27113,0.00051,9.79655,27.61847,0.22276,1.11686,50.34103,0.25828,0.79135,33305,33305,33305,33305,33305,33305,33305,33305,33305,33305,33305,33305
10425,0,3.16628,0,21.03195,0.20315,0,11.54243,40.30234,0.08609,0.61034,22.79456,0.29104,0.00066,12208,12208,12208,12208,12208,12208,12208,12208,12208,12208,12208,12208
10427,0,0,0,0.27892,9.75922,0.08874,2.88101,11.25807,0.4719,2.27257,72.57462,0.07374,0.42004,3933,3933,3933,3933,3933,3933,3933,3933,3933,3933,3933,3933
10428,0,10.53363,0.00153,5.78209,1.27142,0.00314,9.4826,44.53996,0.16953,1.22404,25.59559,0.16821,1.23808,331624,331624,331624,331624,331624,331624,331624,331624,331624,331624,331624,331624
10429,0,0.03216,0.08358,53.84558,2.11365,0.00389,0.43392,0.98302,5.03862,1.24711,33.16138,0.02011,3.03196,30630,30630,30630,30630,30630,30630,30630,30630,30630,30630,30630,30630
10430,0,0.45716,0,0.9611,0.87655,1.48253,1.61274,3.69278,45.354,1.56144,43.14036,0.03495,0.81623,1774,1774,1774,1774,1774,1774,1774,1774,1774,1774,1774,1774
10431,47401.058311,1.12826,0.02444,48.42619,0.92517,5e-05,0.11467,2.32109,3.06129,31.43196,12.49106,0.05603,0.0339,2661512,2661512,2661512,2661512,2661512,2661512,2661512,2661512,2661512,2661512,2661512,2661512
10432,0,0,0,81.72935,0.02696,0,0,6e-04,3.16122,15.07519,0.00043,0,0.01073,334973,334973,334973,334973,334973,334973,334973,334973,334973,334973,334973,334973
10433,6528.406381,0.04243,0.13172,46.41503,1.66293,0,0.00038,0.20452,9.30722,37.27914,4.92716,0.03627,0.02006,61177,61177,61177,61177,61177,61177,61177,61177,61177,61177,61177,61177
10434,660.41393,0.21079,0.00319,58.05694,5.96008,0.00037,0.00105,0.1406,7.65942,25.05979,2.8098,0.09862,0.01171,217680,217680,217680,217680,217680,217680,217680,217680,217680,217680,217680,217680
10435,0,0.00064,0.01534,95.51098,0.00603,0,0,0.00214,0.6157,3.11772,0.732,3e-04,0.00315,43477,43477,43477,43477,43477,43477,43477,43477,43477,43477,43477,43477
10436,14641.088921,0.0304,0.12653,59.02818,0.37132,0,0.00112,0.14853,7.81815,28.95394,3.47818,0.04758,0.01363,193782,193782,193782,193782,193782,193782,193782,193782,193782,193782,193782,193782
10437,11896.04433,9.39203,0.18118,6.65044,5.50422,0.00025,0.6475,14.65933,5.88632,35.33415,21.48415,0.26507,0.00529,101364,101364,101364,101364,101364,101364,101364,101364,101364,101364,101364,101364
10438,0,0.00042,0.00315,76.77269,0.60053,0,0,0.0047,6.79476,15.60762,0.21031,0.00369,0.00911,109609,109609,109609,109609,109609,109609,109609,109609,109609,109609,109609,109609
10439,13673.441224,1.37271,0.00766,21.43117,0.34126,6e-05,0.17092,3.13432,2.78017,46.03429,24.60472,0.10911,0.04244,469730,469730,469730,469730,469730,469730,469730,469730,469730,469730,469730,469730
10440,0,15.31768,0.08344,1.47937,0.01592,0.00012,1.16658,32.836,0.51276,26.61031,21.49917,0.25028,0.2542,76234,76234,76234,76234,76234,76234,76234,76234,76234,76234,76234,76234
10441,0,0.9912,0.00246,8.43192,0.08524,0,0.31307,2.96814,0.03804,47.46432,39.5277,0.09118,0.10893,183782,183782,183782,183782,183782,183782,183782,183782,183782,183782,183782,183782
10442,0,0.00387,8e-05,36.9491,0.08637,0,2e-05,0.02302,1.55267,49.9113,11.45557,0.00094,0.02936,330169,330169,330169,330169,330169,330169,330169,330169,330169,330169,330169,330169
10443,0,0.02605,0,0.19315,0,0,3.00481,8.05211,0.05098,29.92778,58.71141,0.02464,0,3531,3531,3531,3531,3531,3531,3531,3531,3531,3531,3531,3531
10444,0,0.00193,0,24.03586,0.73138,0,0.00824,0.29799,0.26117,50.78048,23.84979,0.0057,0.04048,207515,207515,207515,207515,207515,207515,207515,207515,207515,207515,207515,207515
10445,0,0,0,99.89345,0,0,0,0,0.01017,0.09639,0,0,0,64599,64599,64599,64599,64599,64599,64599,64599,64599,64599,64599,64599
10446,0,0.00029,0.00115,97.00772,0.001,0,0,0.00233,0.35847,2.4219,0.19797,0.00158,0.00774,130291,130291,130291,130291,130291,130291,130291,130291,130291,130291,130291,130291
10447,0,8e-05,0.01351,99.85933,0.00594,0,0,0,0.01819,0.0993,0.0026,4e-04,0.00074,133598,133598,133598,133598,133598,133598,133598,133598,133598,133598,133598,133598
10448,0,6.31549,0,0.02829,0.71925,0.00084,8.87691,18.33105,8.8559,5.00056,42.89416,0.04782,8.94402,24990,24990,24990,24990,24990,24990,24990,24990,24990,24990,24990,24990
10449,0,2.54828,0.00716,1.47298,5.57863,0.01245,0.49275,2.28349,1.01887,2.56738,75.44865,1.11873,7.44575,17595,17595,17595,17595,17595,17595,17595,17595,17595,17595,17595,17595
10450,0,2.76878,0.0041,0.2873,0.72645,0.00184,4.41444,6.57377,2.07228,13.61746,66.74216,0.115,2.68745,283139,283139,283139,283139,283139,283139,283139,283139,283139,283139,283139,283139
10451,0,3.95472,0,0.23467,0.38709,0.05212,2.64392,7.33176,4.41077,19.54093,60.15538,0.00376,1.29757,229904,229904,229904,229904,229904,229904,229904,229904,229904,229904,229904,229904
10452,0,3.23883,0.02423,34.16384,0.42749,0.0011,0.97166,8.65684,1.88986,29.3933,20.92089,0.05417,0.27238,1859257,1859257,1859257,1859257,1859257,1859257,1859257,1859257,1859257,1859257,1859257,1859257
10453,0,3.81885,2.00209,5.84528,0.90325,0.00098,5.38319,15.92163,1.67204,3.89104,58.37267,0.0689,2.12787,225737,225737,225737,225737,225737,225737,225737,225737,225737,225737,225737,225737
10454,0,4.85655,0.59267,10.96905,1.08091,0,10.3791,20.9893,0.19941,5.93283,44.06038,0.0752,0.86943,307020,307020,307020,307020,307020,307020,307020,307020,307020,307020,307020,307020
10455,0,8.26411,0.00898,6.8506,1.61456,0.00133,9.76078,28.98289,0.10862,4.54227,38.92516,0.39303,0.55452,787666,787666,787666,787666,787666,787666,787666,787666,787666,787666,787666,787666
10456,0,0.90817,0.01557,0.89047,4.5144,0.19166,0.0321,1.63407,0.98976,1.57199,70.29629,1.83234,17.11967,9376,9376,9376,9376,9376,9376,9376,9376,9376,9376,9376,9376
10457,0,0.73609,0.04208,0.66467,8.52832,0.12255,0.60086,1.78621,0.39259,0.97053,81.26537,1.00181,3.8881,141256,141256,141256,141256,141256,141256,141256,141256,141256,141256,141256,141256
10458,0,13.68345,0.00321,0.27552,2.15971,5.24088,0.26388,33.28704,2.71004,0.5466,39.36366,0.66106,1.8251,137321,137321,137321,137321,137321,137321,137321,137321,137321,137321,137321,137321
10459,0,4.84571,0.00822,0.13787,3.52894,1.10487,1.78243,13.36426,2.05441,0.35112,71.10916,0.50533,1.21671,192514,192514,192514,192514,192514,192514,192514,192514,192514,192514,192514,192514
10460,0,25.6474,0.0019,0.145,1.30019,16.25641,0.70235,31.42415,4.46332,0.51303,17.51224,0.59528,1.46161,158901,158901,158901,158901,158901,158901,158901,158901,158901,158901,158901,158901
10461,0,11.2827,0.0015,0.06188,2.66029,9.14827,0.58294,31.44549,6.43595,0.68051,36.49525,0.74657,0.49239,219919,219919,219919,219919,219919,219919,219919,219919,219919,219919,219919,219919
10462,0,0.56395,0.02601,0.94251,2.3592,0.03679,0.39431,0.6014,0.60129,1.74534,88.66259,0.1569,3.90912,224870,224870,224870,224870,224870,224870,224870,224870,224870,224870,224870,224870
10463,0,0.77365,0.00078,0.05591,0.83156,0.05049,3.13962,5.36482,1.92993,1.14139,83.64454,0.06396,3.01041,232321,232321,232321,232321,232321,232321,232321,232321,232321,232321,232321,232321
10464,0,3.07685,0.00651,0.14806,2.66791,2.937,6.46602,20.64315,7.53787,1.50736,53.40909,0.7981,0.82801,252961,252961,252961,252961,252961,252961,252961,252961,252961,252961,252961,252961
10465,0,6.9631,0.00394,0.04462,1.46205,5.94891,1.76274,33.03265,8.50751,0.4194,40.62842,0.69688,0.5833,279242,279242,279242,279242,279242,279242,279242,279242,279242,279242,279242,279242
10466,0,9.10555,0.00228,0.21589,1.81822,18.26121,3.44647,15.56033,4.79023,1.39248,40.88763,1.46187,2.99226,226087,226087,226087,226087,226087,226087,226087,226087,226087,226087,226087,226087
10467,0,4.22209,0.00095,0.04117,0.58382,13.95728,1.55556,24.35646,7.10887,0.89431,46.11137,0.41966,0.79142,301828,301828,301828,301828,301828,301828,301828,301828,301828,301828,301828,301828
10469,0,3.51058,0.01567,0.09138,0.65852,7.56455,1.47508,23.88605,4.44673,0.41899,57.08727,0.3853,0.50732,111080,111080,111080,111080,111080,111080,111080,111080,111080,111080,111080,111080
10470,78688.515041,6.65804,1.06598,0.11393,0.43088,6.03159,1.14116,16.00357,4.58237,26.9354,36.54341,0.22998,0.2798,655755,655755,655755,655755,655755,655755,655755,655755,655755,655755,655755,655755
10471,0,4.92603,0,0.006,0.11069,3.36518,2.12557,30.62486,9.5522,1.02438,47.92716,0.15719,0.25567,230061,230061,230061,230061,230061,230061,230061,230061,230061,230061,230061,230061
10472,6811.243839,6.33369,0.13253,0.01555,0.44026,11.0217,2.89108,27.91555,12.20292,6.69922,31.91037,0.0618,0.40173,493351,493351,493351,493351,493351,493351,493351,493351,493351,493351,493351,493351
10473,220817.450553,1.13869,4.28267,25.4366,2.10413,0.30446,0.02917,1.57806,9.3255,44.48693,11.31223,0.00664,0.00567,1547879,1547879,1547879,1547879,1547879,1547879,1547879,1547879,1547879,1547879,1547879,1547879
10474,0,2.62325,0.0018,4.2957,0.30143,1.55941,5.88302,16.76296,6.78638,17.58626,43.62746,0.02171,0.56253,293605,293605,293605,293605,293605,293605,293605,293605,293605,293605,293605,293605
10475,9575.681249,1.11496,0.39295,45.04679,0.07797,0.0722,0.62386,3.01757,3.37092,25.57473,20.45024,0.0178,0.24713,597693,597693,597693,597693,597693,597693,597693,597693,597693,597693,597693,597693
10476,139989.980839,0.1515,1.23043,31.28595,1.67795,0.00131,0.00011,0.31151,1.96039,46.24447,17.07068,0.00681,0.06732,1027457,1027457,1027457,1027457,1027457,1027457,1027457,1027457,1027457,1027457,1027457,1027457
10477,0,0.11833,0,24.11164,0.37567,0,0.14279,0.56788,14.45895,37.04497,22.69493,0.00173,0.49857,75875,75875,75875,75875,75875,75875,75875,75875,75875,75875,75875,75875
10478,72318.026712,0.40207,2.07754,72.76582,0.44002,0.00018,0.04897,0.48246,3.15387,13.6396,6.87073,0.01938,0.11116,2519479,2519479,2519479,2519479,2519479,2519479,2519479,2519479,2519479,2519479,2519479,2519479
10482,0,0.02843,0.00272,0.02283,0.81527,91.35021,0.08782,0.5929,0.06338,0.17827,5.89629,0.91582,0.04657,31587,31587,31587,31587,31587,31587,31587,31587,31587,31587,31587,31587
10483,0,0.00138,0.00103,0.00765,0.80571,98.05712,0.00103,0.01201,0.03279,0.02037,0.50061,0.55319,0.00441,125778,125778,125778,125778,125778,125778,125778,125778,125778,125778,125778,125778
10484,0,0.1412,0.01406,1.60186,11.00722,4.90061,0.53193,21.33485,0.5076,3.62866,50.16382,3.31775,2.91258,5262,5262,5262,5262,5262,5262,5262,5262,5262,5262,5262,5262
10485,322.963334,0.00979,0.04105,0.24489,0.5329,24.4718,0.22617,29.25525,0.46549,22.40157,18.99393,3.29184,0.08636,29818,29818,29818,29818,29818,29818,29818,29818,29818,29818,29818,29818
10486,0,0.09791,0.0024,0.46546,4.72244,47.34268,1.23208,12.47403,0.17959,1.15319,29.22682,2.68524,0.4255,30804,30804,30804,30804,30804,30804,30804,30804,30804,30804,30804,30804
10487,1401.404406,0.02183,0.04734,1.99894,0.42748,41.23936,0.69657,12.83098,2.66786,17.7955,21.75682,0.17484,0.34026,27482,27482,27482,27482,27482,27482,27482,27482,27482,27482,27482,27482
10488,134.943831,0.00305,0.00113,0.99605,0.0192,57.07532,0.32061,3.83399,2.03727,2.43072,32.67069,0.1467,0.45703,8855,8855,8855,8855,8855,8855,8855,8855,8855,8855,8855,8855
10489,0,0.00913,0.00758,0.17496,0.48188,83.56836,0.0445,4.28267,0.39862,0.35409,10.08981,0.56112,0.02666,105476,105476,105476,105476,105476,105476,105476,105476,105476,105476,105476,105476
10490,78.704609,0.00082,0,0.0522,0.48352,19.92758,0.37288,33.4293,0.06555,25.17971,16.15091,4.27604,0.07187,52430,52430,52430,52430,52430,52430,52430,52430,52430,52430,52430,52430
10491,367.662604,0.08271,0.04481,1.82106,0.5124,55.41994,0.2941,6.91454,4.83737,3.17019,26.39253,0.39362,0.11896,34145,34145,34145,34145,34145,34145,34145,34145,34145,34145,34145,34145
10492,213.536825,0.0156,0.00114,0.71374,1.83927,26.68387,0.66636,21.73751,0.51361,4.77084,41.97598,0.77772,0.3371,27182,27182,27182,27182,27182,27182,27182,27182,27182,27182,27182,27182
10493,0,0.00588,0.00103,0.80432,1.04064,86.36582,0.04028,0.57373,1.24963,1.00444,7.96908,0.9347,0.00927,53199,53199,53199,53199,53199,53199,53199,53199,53199,53199,53199,53199
10494,0,0.0227,0,0.42172,1.00743,31.76582,0.10942,15.32788,0.24901,2.55449,47.81178,0.54716,0.21229,29465,29465,29465,29465,29465,29465,29465,29465,29465,29465,29465,29465
10495,850.885509,0.01393,0.01083,2.1756,0.32393,37.51862,0.51276,11.63692,3.69839,10.23923,32.55741,0.12928,1.18486,28713,28713,28713,28713,28713,28713,28713,28713,28713,28713,28713,28713
10496,0,0.00169,0,0.01647,0.32725,97.68495,0.08821,0.21843,0.08931,0.24094,0.18332,1.14298,0.00485,80618,80618,80618,80618,80618,80618,80618,80618,80618,80618,80618,80618
10497,0,0.00014,0,0.04262,0.09943,95.21711,0.08561,1.04118,0.09297,0.27578,2.97027,0.15611,0.01712,65063,65063,65063,65063,65063,65063,65063,65063,65063,65063,65063,65063
10498,230.122156,0.15785,0.04869,1.82916,0.27454,39.80843,0.29884,8.69885,3.94799,3.52044,40.89925,0.24792,0.284,23782,23782,23782,23782,23782,23782,23782,23782,23782,23782,23782,23782
10499,118.060895,0.00068,0.00567,17.85457,0.57998,19.93708,0.55133,14.0247,9.395,7.93492,29.36492,0.12365,0.23844,25063,25063,25063,25063,25063,25063,25063,25063,25063,25063,25063,25063
10500,413.605549,0.05848,0.02551,1.23273,3.27164,21.48324,0.46336,23.12371,0.76777,4.42402,43.49527,1.23598,0.46121,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600
10501,339.667428,0.00754,0.0067,0.19482,0.26064,44.66492,0.78953,16.81255,0.70232,23.72926,12.33334,0.44409,0.05764,99990,99990,99990,99990,99990,99990,99990,99990,99990,99990,99990,99990
10502,765.719239,0.14404,0.23106,1.39953,1.4563,62.62418,0.14719,4.09569,3.36997,3.58355,21.82809,0.99032,0.12346,37414,37414,37414,37414,37414,37414,37414,37414,37414,37414,37414,37414
10503,0,0.00987,0.00605,1.19844,0.04425,61.42376,0.64974,7.98426,2.00186,6.37465,19.98667,0.05182,0.25735,26940,26940,26940,26940,26940,26940,26940,26940,26940,26940,26940,26940
10504,0,0.01856,0.01984,0.10916,0.24203,86.92103,0.01145,1.21636,0.3722,0.46599,10.24373,0.32025,0.05348,28125,28125,28125,28125,28125,28125,28125,28125,28125,28125,28125,28125
10505,8.228962,0.04919,0.04279,3.64929,0,33.32858,0.07132,2.52287,4.90703,4.30644,49.78455,0.53369,0.79784,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033
10506,67.435897,0.03891,0.12156,2.58738,0.0143,58.34932,0.21788,2.68538,5.41788,3.73039,25.30263,0.9224,0.60063,4755,4755,4755,4755,4755,4755,4755,4755,4755,4755,4755,4755
10507,49.796946,0.00861,0.01982,1.15793,0.68127,48.47949,0.56385,9.47153,1.93944,6.03521,30.77119,0.5733,0.28379,35667,35667,35667,35667,35667,35667,35667,35667,35667,35667,35667,35667
10508,0,0.14699,0.00188,0.69578,4.32353,17.16099,0.84308,19.99805,0.27475,5.21814,48.84261,2.186,0.35066,12790,12790,12790,12790,12790,12790,12790,12790,12790,12790,12790,12790
10509,477.866274,0.2048,0.05696,2.30891,0.18548,37.29338,0.45354,9.23989,3.80391,7.12485,38.81346,0.26292,0.25727,27442,27442,27442,27442,27442,27442,27442,27442,27442,27442,27442,27442
10510,0,0.03335,0.05057,2.81186,0.84614,48.3859,0.20466,3.27924,5.76416,3.6589,33.39536,0.86371,0.70323,25784,25784,25784,25784,25784,25784,25784,25784,25784,25784,25784,25784
10511,0,0.00035,0,0.00462,0.43261,98.4971,0.03108,0.10529,0.0219,0.11264,0.34347,0.42676,0.02328,62285,62285,62285,62285,62285,62285,62285,62285,62285,62285,62285,62285
10512,0,0.00207,0.00029,0.026,0.60033,42.77523,0.97241,10.23313,0.13965,40.60818,3.02327,1.60426,0.01347,118289,118289,118289,118289,118289,118289,118289,118289,118289,118289,118289,118289
10513,5840.604482,0.02484,0.01692,0.92249,0.78521,61.98176,0.36249,8.53117,1.23213,8.89391,16.16854,0.91889,0.16408,1334731,1334731,1334731,1334731,1334731,1334731,1334731,1334731,1334731,1334731,1334731,1334731
10514,1508113.613911,18.64856,8.37438,11.83971,6.18828,0.00123,3.03104,23.83859,6.48819,11.85758,7.60952,1.4344,0.70113,4273685,4273685,4273685,4273685,4273685,4273685,4273685,4273685,4273685,4273685,4273685,4273685
10515,165954.697182,7.20137,0.14784,8.86625,1.0944,0.00432,8.17335,13.22247,0.16964,3.1404,54.60417,0.0934,3.27433,1980686,1980686,1980686,1980686,1980686,1980686,1980686,1980686,1980686,1980686,1980686,1980686
10516,17005.425894,4.00366,0.01551,11.93103,0.60962,0.03629,7.13686,13.55009,7.97255,2.54172,50.80113,0.03209,1.37269,1860649,1860649,1860649,1860649,1860649,1860649,1860649,1860649,1860649,1860649,1860649,1860649
10517,4676.855888,2.73337,0.05406,6.50301,1.13797,0.00768,16.22635,10.8002,2.53764,2.47552,55.44741,0.13029,1.94899,1696887,1696887,1696887,1696887,1696887,1696887,1696887,1696887,1696887,1696887,1696887,1696887
10518,993028.692811,11.90481,0.00495,5.85807,3.34597,0.00082,6.75185,26.17332,4.23926,2.81895,36.07597,2.40284,0.42253,10051684,10051684,10051684,10051684,10051684,10051684,10051684,10051684,10051684,10051684,10051684,10051684
10519,0,0.04839,0.00065,91.13408,0.20772,0.11202,0.09711,0.28818,3.62055,0.36271,3.95047,0.00272,0.17837,7522070,7522070,7522070,7522070,7522070,7522070,7522070,7522070,7522070,7522070,7522070,7522070
10520,0,1.98445,0.03558,22.58858,7.98629,3.84639,2.56817,8.56536,18.28335,9.15847,16.69753,0.22915,1.09011,18521,18521,18521,18521,18521,18521,18521,18521,18521,18521,18521,18521
10521,0,0.00104,7e-05,43.52707,0.39929,3.96386,2.69319,11.34204,5.66031,8.51057,23.53136,0.2662,0.10565,7331538,7331538,7331538,7331538,7331538,7331538,7331538,7331538,7331538,7331538,7331538,7331538
10522,0,0.01196,0.00029,0.09262,1.16958,51.72218,8.21106,22.67738,4.0841,0.60486,10.75134,0.58954,0.05256,4818995,4818995,4818995,4818995,4818995,4818995,4818995,4818995,4818995,4818995,4818995,4818995
10523,0,0.00345,2e-05,42.22095,0.27781,0.57496,1.63393,13.98114,12.1537,11.50749,17.20027,0.39968,0.05237,6831137,6831137,6831137,6831137,6831137,6831137,6831137,6831137,6831137,6831137,6831137,6831137
10524,0,0.2835,0.00012,4.86493,6.0971,5.06935,7.56502,22.38109,13.33395,13.0954,26.98917,0.22077,0.09127,2073584,2073584,2073584,2073584,2073584,2073584,2073584,2073584,2073584,2073584,2073584,2073584
10525,0,0.13816,3e-05,0.75128,1.67689,6.99026,15.40024,42.21917,12.49676,4.53842,15.25039,0.3926,0.07471,3980137,3980137,3980137,3980137,3980137,3980137,3980137,3980137,3980137,3980137,3980137,3980137
10526,0,0.02764,0.00011,12.7104,0.33421,0.65629,3.0459,12.32731,33.81082,22.53518,14.12466,0.16647,0.3036,3462936,3462936,3462936,3462936,3462936,3462936,3462936,3462936,3462936,3462936,3462936,3462936
10527,0,0,0,5.67025,30.61649,1.67025,1.96416,1.57706,5.60932,3.79211,3.64158,0.19713,0,279,279,279,279,279,279,279,279,279,279,279,279
10528,0,0.00133,0.00031,0.18319,1.30493,14.29489,5.22784,36.0182,11.85707,18.43118,12.30781,0.25664,0.02205,744740,744740,744740,744740,744740,744740,744740,744740,744740,744740,744740,744740
10529,773857.550906,21.79894,2.1682,13.55445,2.56994,0.00079,1.2202,23.51025,21.59933,4.3867,5.49931,3.62344,0.05607,26469803,26469803,26469803,26469803,26469803,26469803,26469803,26469803,26469803,26469803,26469803,26469803
10530,677810.961738,16.35746,0.12332,14.64765,1.46447,0.01136,2.3156,24.60713,31.03498,5.09508,2.55952,1.64802,0.05358,7077534,7077534,7077534,7077534,7077534,7077534,7077534,7077534,7077534,7077534,7077534,7077534
10531,24620.709357,0.15541,0.85096,38.85318,2.59489,0.00045,0.18208,0.72067,7.2733,29.14593,19.88317,0.10394,0.24673,6673781,6673781,6673781,6673781,6673781,6673781,6673781,6673781,6673781,6673781,6673781,6673781
10532,14225.50981,1.15412,0.16497,5.57095,1.85036,0.00109,11.31722,6.55393,4.35417,10.61306,57.12592,0.22889,1.07544,698010,698010,698010,698010,698010,698010,698010,698010,698010,698010,698010,698010
10533,110525.868225,0.87223,0.95754,50.94357,0.8797,0.00265,1.05717,2.54199,11.08506,13.18983,18.12203,0.02921,0.3277,5426913,5426913,5426913,5426913,5426913,5426913,5426913,5426913,5426913,5426913,5426913,5426913
10534,0,5e-04,4e-05,95.86073,0.17172,0.00077,0.01979,0.00671,2.8011,0.33419,0.62086,0.00337,0.18232,3527019,3527019,3527019,3527019,3527019,3527019,3527019,3527019,3527019,3527019,3527019,3527019
10535,529144.9841,3.36098,1.08649,26.24332,1.08662,2.13256,1.91603,10.51824,4.2735,19.4913,29.10564,0.16631,0.63288,13690270,13690270,13690270,13690270,13690270,13690270,13690270,13690270,13690270,13690270,13690270,13690270
10537,126.42166,10.79407,0.06992,2.12094,2.36055,3.21736,8.8625,42.14438,0.8221,1.11353,25.60116,0.31096,2.03069,922618,922618,922618,922618,922618,922618,922618,922618,922618,922618,922618,922618
10538,151506.361153,1.05544,1.76357,11.65453,0.93314,4.28058,2.36664,6.79985,6.18119,3.70303,60.33692,0.24133,0.69805,5689708,5689708,5689708,5689708,5689708,5689708,5689708,5689708,5689708,5689708,5689708,5689708
10539,1194.518146,0.57159,0.03519,0.12605,1.24679,27.85423,4.92463,11.58946,10.63501,0.85927,41.47834,0.40756,0.28038,2369343,2369343,2369343,2369343,2369343,2369343,2369343,2369343,2369343,2369343,2369343,2369343
10540,0,0.02274,0.00085,0.2509,2.27066,54.42901,0.2138,2.32045,1.10626,0.06718,37.90382,0.9027,0.52052,2492594,2492594,2492594,2492594,2492594,2492594,2492594,2492594,2492594,2492594,2492594,2492594
10541,0,0.03027,0.00024,0.11227,2.22812,74.59077,0.03101,1.7745,0.95767,0.38356,17.88893,1.96474,0.02372,1060960,1060960,1060960,1060960,1060960,1060960,1060960,1060960,1060960,1060960,1060960,1060960
10542,1480.626011,0.00592,0.00117,23.03047,0.83789,4.67826,1.80304,13.82178,37.23605,9.0955,8.98512,0.18496,0.30407,10019549,10019549,10019549,10019549,10019549,10019549,10019549,10019549,10019549,10019549,10019549,10019549
10543,38583.0929,3.40611,0.4901,1.06284,3.86258,17.30058,0.1624,18.89451,3.1911,27.84288,23.13525,0.115,0.29565,420736,420736,420736,420736,420736,420736,420736,420736,420736,420736,420736,420736
10544,0,0.03039,0.01195,0.11362,12.38428,39.07725,0.16583,7.51724,3.07613,0.63335,27.01503,1.26985,0.04141,70313,70313,70313,70313,70313,70313,70313,70313,70313,70313,70313,70313
10545,0,0.0586,0.0826,0.54385,44.48627,12.0059,0.03744,0.86165,0.2885,1.13469,3.73143,3.49644,0,4915,4915,4915,4915,4915,4915,4915,4915,4915,4915,4915,4915
10546,0,0.26294,0.0308,0.91775,35.82852,16.28866,0.03906,1.58463,0.07431,4.82629,31.10765,4.85043,0,3149,3149,3149,3149,3149,3149,3149,3149,3149,3149,3149,3149
10548,12412669.272452,2.65824,41.72929,21.16513,4.31119,0.00285,0.10913,8.00065,12.97337,8.48017,0.06007,0.35412,0.00102,26146819,26146819,26146819,26146819,26146819,26146819,26146819,26146819,26146819,26146819,26146819,26146819
10549,5731911.514742,33.37668,1.4373,4.2696,7.65845,0.00103,0.978,25.04858,5.81156,6.77357,13.3031,1.1944,0.06962,5869777,5869777,5869777,5869777,5869777,5869777,5869777,5869777,5869777,5869777,5869777,5869777
10550,6245926.325021,20.89305,0.16875,8.47523,10.92117,0.0037,2.98057,32.41426,13.12329,3.87384,3.31034,3.4579,0.1405,5893720,5893720,5893720,5893720,5893720,5893720,5893720,5893720,5893720,5893720,5893720,5893720
10551,432625.013666,24.79229,0.02363,1.88558,0.70876,0.02588,0.77235,11.00891,16.48239,32.89733,11.00204,0.02666,0.37554,2516063,2516063,2516063,2516063,2516063,2516063,2516063,2516063,2516063,2516063,2516063,2516063
10552,1257137.103995,1.41058,3e-05,0.09243,3.38148,0.03733,6.09597,8.4327,0.94767,26.12003,52.73426,0.06768,0.68406,2902621,2902621,2902621,2902621,2902621,2902621,2902621,2902621,2902621,2902621,2902621,2902621
10553,1465025.738751,2.37294,0.00133,0.02645,14.81884,0.10789,32.07606,16.40028,0.05547,3.81137,27.76111,0.07242,2.50118,1533087,1533087,1533087,1533087,1533087,1533087,1533087,1533087,1533087,1533087,1533087,1533087
10554,227615.926917,12.76254,0.11803,4.63807,1.02881,0.06618,0.59083,11.81749,45.76584,15.00076,7.11773,0.01674,1.07604,1773784,1773784,1773784,1773784,1773784,1773784,1773784,1773784,1773784,1773784,1773784,1773784
